feature_0,feature_1,feature_2,feature_3,y
4.268627039053058,214.6281808136968,-132.8654388142834,-41.10306224232664,38.09389928692136
92.7700487873565,83.46820488060652,-28.906169176073327,2.514602938559513,106.02988259757463
26.983093206276212,197.78535169732842,-149.13384140412631,-15.261350383048288,72.2127958635529
546.1495874059004,209.00580928022592,145.4553361782011,-101.41927461282663,55.179914786741804
-81.55941831598147,11.04094155917462,339.5111307069033,53.40837599635695,63.46946812673857
-191.75548300665662,388.06040644295274,-42.58225480641479,300.1644351353535,73.15878711342476
25.02687286098456,129.06500383087112,2.666253005073031,21.91260199422122,26.42075578002316
59.238313109692264,15.148373392974449,197.51184108888881,53.966961717892076,68.23617545949674
116.74737048865283,95.83902865465444,-160.67443142542484,90.4631140406002,58.773182326935114
181.61413028700986,42.691590957737105,295.0776305754637,139.71264705654036,77.01326305244976
182.09560708907654,386.4220640288965,33.550578857013065,99.40548622432718,46.18604526967612
-28.511154641657363,-135.9648882571204,-20.472742106231472,-164.77056959189105,32.214211578314945
-3.3476027379432622,-23.668830659683856,-29.550002168083147,225.32753036824423,67.98721292964709
-95.36920643823524,-317.892163849273,221.428380633576,-21.29466212778116,31.890964270929004
-131.51235709256324,-224.07231756023148,106.7708242539041,-189.7802623169434,42.98007054985517
36.94726731236955,-33.84117404171132,-99.62287141844669,-161.66525211989156,69.85305040606823
190.52437653818615,261.28376251772715,-110.20245077891553,300.43420593700426,79.09144888920855
202.5298045551736,94.28954368823966,207.26160966835155,-117.99786116722927,13.636177811720067
90.80908149618293,72.79213663825094,-18.721561966329837,-164.93313273709498,84.72605650821149
54.83218263075446,92.13307090418405,-79.95642318451053,33.40041258294778,43.51464701647468
154.76902078855287,59.26628004920452,-264.3166702927697,-75.39535595283044,46.05558211636767
55.973383959874454,59.98348864079459,-88.96764518011503,132.63848196150926,38.13618068992106
126.20329916474341,-110.64037933756453,27.196733924648242,55.66891206841059,107.29077870434307
-41.39671706349743,95.14750665698934,223.21749313652907,23.684848017579423,69.96185308443486
